english_word,spanish_word,spanish_meaning_ff,relationship_type,part_of_speech,cultural_domain,first_attestation_english,first_attestation_spanish,jaccard_similarity,levenshtein_similarity,complexity_syllables,complexity_length,complexity_frequency_complexity,complexity_semantic_complexity,complexity_overall_complexity,complexity_syll_component,complexity_freq_component,complexity_semantic_component,complexity_length_component
sphere,esfera,,cognates,adverb,education_knowledge,1325,1545,0.429,0.333,1,6,3.09,7,42.8,8.3,15.4,10.6,8.5
spherometer,esferómetro,,cognates,noun,technology_tools,1820,1826,0.6,0.455,3,11,7,1,71.5,16.6,35,4,15.9
spiccato,spiccato,,cognates,noun,arts_entertainment,1700,1869,1,1,3,8,5.95,1,62.4,16.6,29.8,4,12
spiritual,espiritual,,cognates,adjective,religion_spirituality,1300,1542,0.889,0.9,4,9,2.6,5,54.7,19.3,13,8.9,13.4
spiritualization,espiritualización,,cognates,noun,religion_spirituality,1600,1616,0.714,0.824,6,16,7,1,82.4,23.4,35,4,20
spirogyra,spirogyra,,cognates,noun,nature_geography,1875,1847,1,1,3,9,5.61,1,62.1,16.6,28.1,4,13.4
spirometer,espirómetro,,cognates,noun,health_medicine,1840,1833,0.889,0.636,3,10,5.56,1,63.1,16.6,27.8,4,14.7
spoiler,spoiler,,loanword_en_to_es,noun,education_knowledge,1400,1876,1,1,2,7,3.45,5,49.8,13.2,17.2,8.9,10.4
sponsorship,sponsor,,cognates,noun,economics_commerce,1753,1788,0.714,0.636,3,11,3.28,1,52.9,16.6,16.4,4,15.9
sport,deporte,,cognates,noun,sports_recreation,1400,1571,0.571,0.571,1,5,2.27,9,37.7,8.3,11.3,12,6
sprint,sprint,,cognates,noun,sports_recreation,1848,1733,1,1,1,6,3.04,2,37.7,8.3,15.2,5.7,8.5
sputnik,sputnik,,cognates,noun,technology_tools,1950,1953,1,1,2,7,4.23,1,48.7,13.2,21.2,4,10.4
stable,establo,,cognates,adjective,housing_architecture,1325,1545,0.857,0.714,2,6,2.52,7,44.9,13.2,12.6,10.6,8.5
stadium,estadio,,cognates,noun,sports_recreation,1325,1684,0.556,0.571,3,7,2.37,1,42.9,16.6,11.9,4,10.4
stampede,stampede,,loanword_es_to_en,noun,nature_geography,1836,1874,1,1,2,8,3.87,6,54.3,13.2,19.4,9.8,12
standard,estandarte,,cognates,noun,education_knowledge,1325,1564,0.857,0.7,2,8,1.97,11,48.3,13.2,9.8,13.3,12
staphylococci,staphylococcus,,cognates,noun,health_medicine,1880,1879,0.818,0.857,4,13,5.32,2,69.6,19.3,26.6,5.7,18
starter,starter,,cognates,noun,education_knowledge,1500,1813,1,1,2,7,2.98,7,49.1,13.2,14.9,10.6,10.4
state,estado,,cognates,noun,government_politics,1200,1542,0.667,0.5,1,5,1.22,11,33.7,8.3,6.1,13.3,6
statin,estatina,,cognates,noun,health_medicine,1980,1879,0.833,0.75,2,6,4.46,1,48,13.2,22.3,4,8.5
station,estación,,cognates,noun,transportation,1600,1556,0.556,0.625,2,7,1.99,6,43.3,13.2,10,9.8,10.4
statistic,estadística,,cognates,adjective,education_knowledge,1708,1556,0.625,0.636,3,9,3.55,1,51.8,16.6,17.8,4,13.4
statistics,estadísticas,,cognates,noun,education_knowledge,1770,1633,0.625,0.667,3,10,2.4,2,49,16.6,12,5.7,14.7
stator,estátor,,cognates,noun,technology_tools,1600,1868,0.571,0.714,2,6,4.35,1,47.4,13.2,21.8,4,8.5
statue,estatua,,cognates,noun,arts_entertainment,1325,1562,1,0.714,2,6,2.91,1,40.2,13.2,14.6,4,8.5
stature,estatura,,cognates,noun,health_medicine,1325,1542,1,0.75,2,7,3.55,2,47,13.2,17.8,5.7,10.4
steganography,esteganografía,,cognates,noun,technology_tools,1500,1825,0.615,0.714,3,13,5.17,1,64.5,16.6,25.9,4,18
stela,estela,,cognates,noun,religion_spirituality,1708,1616,1,0.833,1,5,4.89,1,42.8,8.3,24.5,4,6
stent,stent,,cognates,noun,health_medicine,1325,1751,1,1,1,5,4.18,1,39.2,8.3,20.9,4,6
stereo,estéreo,,cognates,noun,technology_tools,1820,1761,0.833,0.714,3,6,3.23,3,48.2,16.6,16.1,6.9,8.5
stereoscope,estereoscopio,,cognates,noun,technology_tools,1830,1839,0.875,0.769,3,11,5.29,1,63,16.6,26.4,4,15.9
stereotype,estereotipo,,cognates,noun,values_ethics,1708,1781,0.75,0.727,4,10,3.57,2,57.5,19.3,17.8,5.7,14.7
sterilization,esterilización,,cognates,noun,health_medicine,1826,1711,0.75,0.786,5,13,3.9,2,64.7,21.5,19.5,5.7,18
stick,stick,,cognates,noun,nature_geography,1000,1797,1,1,1,5,2.24,25,45.5,8.3,11.2,20,6
stiletto,estilete,,cognates,noun,education_knowledge,1600,1578,0.833,0.625,3,8,4.27,1,54,16.6,21.3,4,12
stimulant,el estimulante,,cognates,noun,health_medicine,1700,1789,0.8,0.643,3,9,3.94,3,56.7,16.6,19.7,6.9,13.4
stimulation,estimulación,,cognates,noun,emotions_psychology,1500,1659,0.667,0.75,4,11,3.3,4,59.7,19.3,16.5,8,15.9
stimulus,estímulo,,cognates,noun,emotions_psychology,1608,1545,0.556,0.5,3,8,3.18,1,48.5,16.6,15.9,4,12
stole,estolón,,cognates,noun,clothing_appearance,1000,1777,0.714,0.571,1,5,2.79,4,36.3,8.3,13.9,8,6
strangulation,estrangulación,,cognates,noun,other,1300,1776,0.692,0.786,4,13,4.24,3,65.4,19.3,21.2,6.9,18
strategy,estrategia,,cognates,noun,emotions_psychology,1600,1542,0.75,0.7,3,8,2.26,2,45.6,16.6,11.3,5.7,12
stratification,estratificación,,cognates,noun,education_knowledge,1600,1640,0.727,0.8,5,14,4.24,5,70.6,21.5,21.2,8.9,19
streptococcus,streptococcus,,cognates,noun,health_medicine,1877,1879,1,1,4,13,4.47,1,63.7,19.3,22.4,4,18
streptomycin,estreptomicina,,cognates,noun,health_medicine,1940,1879,0.833,0.786,3,12,4.9,1,62.1,16.6,24.5,4,17
stress,estrés,,loanword_en_to_es,noun,emotions_psychology,1325,1678,0.8,0.5,1,6,2.27,8,39.5,8.3,11.3,11.3,8.5
stretch,estrechar,To narrow/To bring closer together,false_friends,noun,health_medicine,1000,1772,0.857,0.556,1,7,2.65,20,49.8,8.3,13.3,17.9,10.4
stridency,estridencia,,cognates,noun,language_communication,1860,1732,0.8,0.727,3,9,5.51,1,61.6,16.6,27.5,4,13.4
stroboscope,estroboscopio,,cognates,noun,technology_tools,1830,1866,0.889,0.769,3,11,5.7,1,65,16.6,28.5,4,15.9
strombus,strombus,,cognates,noun,nature_geography,1600,1854,1,1,2,8,5.8,1,58.2,13.2,29,4,12
structure,estructura,,cognates,noun,housing_architecture,1325,1542,0.857,0.8,2,9,2.16,6,47.2,13.2,10.8,9.8,13.4
student,estudiante,,cognates,noun,education_knowledge,1900,1573,0.75,0.6,2,7,1.98,2,39.1,13.2,9.9,5.7,10.4
studio,estudio,,cognates,noun,arts_entertainment,1708,1542,0.857,0.857,3,6,2.34,3,43.7,16.6,11.7,6.9,8.5
studious,estudioso,,cognates,adjective,education_knowledge,1325,1562,0.857,0.667,3,8,4.46,2,56.6,16.6,22.3,5.7,12
stupa,stupa,,cognates,noun,religion_spirituality,1600,1774,1,1,2,5,4.7,1,46.7,13.2,23.5,4,6
stupidity,estupidez,,cognates,noun,emotions_psychology,1600,1659,0.667,0.556,4,9,3.34,2,55.1,19.3,16.7,5.7,13.4
style,style,,loanword_en_to_es,noun,clothing_appearance,1325,1732,1,1,1,5,1.89,12,37.6,8.3,9.4,13.9,6
suavity,suavidad,,cognates,noun,emotions_psychology,1325,1556,0.625,0.625,2,7,5.67,1,55.9,13.2,28.4,4,10.4
subdivision,subdivisión,,cognates,noun,education_knowledge,1866,1556,0.778,0.909,4,11,3.37,5,61,19.3,16.9,8.9,15.9
subjectivity,subjetividad,,cognates,noun,education_knowledge,1800,1646,0.667,0.667,5,12,4.16,1,63.3,21.5,20.8,4,17
subrogation,subrogación,,cognates,noun,government_politics,1710,1606,0.75,0.818,4,11,5.07,1,64.5,19.3,25.4,4,15.9
subsection,subsección,,cognates,noun,education_knowledge,1600,1821,0.7,0.8,3,10,3.75,1,54.1,16.6,18.8,4,14.7
substance,sustancia,,cognates,noun,education_knowledge,1300,1556,0.667,0.667,2,9,2.77,7,51,13.2,13.8,10.6,13.4
substation,subestación,,cognates,noun,technology_tools,1830,1805,0.636,0.727,3,10,4.07,1,55.7,16.6,20.4,4,14.7
substitution,sustitución,,cognates,noun,education_knowledge,1849,1556,0.556,0.75,4,12,3.59,2,59.9,19.3,17.9,5.7,17
subtotal,subtotal,,cognates,noun,economics_commerce,1860,1851,1,1,2,8,4.72,1,52.8,13.2,23.6,4,12
success,suceso,Event,false_friends,noun,values_ethics,1500,1733,0.8,0.714,2,7,1.94,4,41.3,13.2,9.7,8,10.4
succession,sucesión,,cognates,noun,government_politics,1325,1556,0.75,0.7,3,10,3.03,5,55.4,16.6,15.1,8.9,14.7
succulency,suculencia,,cognates,noun,food_cuisine,1600,1788,0.667,0.7,4,10,7,1,73,19.3,35,4,14.7
sucralfate,sucralfato,,cognates,noun,health_medicine,1960,1975,0.8,0.9,3,10,5.56,1,63.1,16.6,27.8,4,14.7
suction,succión,,cognates,noun,technology_tools,1600,1733,0.625,0.714,2,7,3.64,4,49.8,13.2,18.2,8,10.4
sudatorium,sudatorium,,cognates,noun,housing_architecture,1700,1834,1,1,4,10,7,1,73,19.3,35,4,14.7
sue,suave,Soft,false_friends,noun,government_politics,1500,1736,0.6,0.6,1,3,2.78,2,27.9,8.3,13.9,5.7,0
suffixation,sufijación,,cognates,noun,language_communication,1890,1840,0.5,0.636,4,11,5.83,1,68.3,19.3,29.1,4,15.9
suffocation,sofocación,,cognates,noun,health_medicine,1400,1578,0.7,0.636,4,11,4.2,2,61.8,19.3,21,5.7,15.9
sufism,sufismo,,cognates,noun,religion_spirituality,1800,1854,0.833,0.857,2,6,4.59,1,48.6,13.2,22.9,4,8.5
suicide,suicidio,,cognates,noun,emotions_psychology,1728,1556,0.714,0.75,3,7,2.38,2,44.6,16.6,11.9,5.7,10.4
sulfamethoxazole,sulfametoxazol,,cognates,noun,health_medicine,1960,1879,0.917,0.875,4,16,5.32,1,69.9,19.3,26.6,4,20
sulfanilamide,sulfanilamida,,cognates,noun,health_medicine,1930,1879,0.9,0.923,3,13,5.8,1,67.6,16.6,29,4,18
sulindac,sulindac,,cognates,noun,health_medicine,1970,1879,1,1,2,8,5.8,1,58.2,13.2,29,4,12
sulky,sulky,,cognates,noun,emotions_psychology,1700,1889,1,1,1,5,4.67,4,45.7,8.3,23.4,8,6
sum,suma,,cognates,noun,education_knowledge,1325,1542,0.75,0.75,1,3,2.66,8,32.9,8.3,13.3,11.3,0
summary,resumen,,cognates,noun,language_communication,1500,1542,0.5,0.143,3,7,2.63,3,47.1,16.6,13.1,6.9,10.4
sumo,sumo,,cognates,noun,sports_recreation,1880,1545,1,1,2,4,3.94,1,36.9,13.2,19.7,4,0
superabundance,superabundancia,,cognates,noun,economics_commerce,1325,1578,0.909,0.867,4,14,5.35,1,69,19.3,26.8,4,19
supercomputer,supercomputadora,,cognates,noun,technology_tools,1940,1944,0.818,0.75,5,13,4.24,1,64.7,21.5,21.2,4,18
superfluity,superfluidad,,cognates,noun,education_knowledge,1325,1562,0.667,0.75,3,11,5.57,1,64.4,16.6,27.9,4,15.9
superior,superior,,cognates,adjective,values_ethics,1325,1545,1,1,4,8,2.54,13,58.4,19.3,12.7,14.4,12
superiority,superioridad,,cognates,noun,values_ethics,1325,1545,0.636,0.75,6,11,3.41,4,64.3,23.4,17.1,8,15.9
supermarket,supermercado,,cognates,noun,economics_commerce,1930,1741,0.583,0.583,4,11,3.22,1,55.3,19.3,16.1,4,15.9
superstition,superstición,,cognates,noun,religion_spirituality,1325,1562,0.727,0.833,4,12,3.79,1,59.2,19.3,18.9,4,17
superstructure,superestructura,,cognates,noun,housing_architecture,1600,1732,0.875,0.867,4,14,4.11,1,62.8,19.3,20.5,4,19
supervisor,supervisor,,cognates,noun,social,1325,1697,1,1,4,10,3.05,2,54.9,19.3,15.2,5.7,14.7
supination,supinación,,cognates,noun,health_medicine,1831,1764,0.6,0.8,2,10,5.44,1,59.1,13.2,27.2,4,14.7
supplement,complemento,,cognates,noun,education_knowledge,1325,1545,0.6,0.636,3,10,2.97,6,56,16.6,14.8,9.8,14.7
support,soportar,To tolerate/To put up with,false_friends,noun,education_knowledge,1325,1769,0.714,0.5,2,7,1.47,22,49.7,13.2,7.3,18.8,10.4
supposition,suposición,,cognates,noun,language_communication,1325,1556,0.667,0.727,4,11,4.37,3,64,19.3,21.9,6.9,15.9
suppository,supositorio,,cognates,noun,health_medicine,1325,1755,0.875,0.727,5,11,4.73,1,65,21.5,23.7,4,15.9
suppressor,supresor,,cognates,noun,technology_tools,1500,1845,1,0.8,3,10,4.06,3,58.6,16.6,20.3,6.9,14.7
supremacism,supremacismo,,cognates,noun,values_ethics,1940,1963,0.9,0.917,1,11,5.31,1,54.7,8.3,26.6,4,15.9
surfing,surfing,,cognates,verb,sports_recreation,1955,1905,1,1,2,7,3.28,4,48,13.2,16.4,8,10.4
surprisal,sorpresa,,cognates,noun,emotions_psychology,1508,1545,0.444,0.667,2,9,5.98,1,60.5,13.2,29.9,4,13.4
sus,sus,,cognates,noun,language_communication,1930,1522,1,1,1,3,3.96,1,32.1,8.3,19.8,4,0
suspension,suspensión,,cognates,noun,education_knowledge,1600,1542,0.75,0.9,3,10,2.76,7,55.7,16.6,13.8,10.6,14.7
suspensory,suspensor,,cognates,noun,health_medicine,1500,1763,0.875,0.9,4,10,5.18,1,63.9,19.3,25.9,4,14.7
sustain,sustantivo,Noun,false_friends,noun,values_ethics,1297,1762,0.75,0.6,2,7,3.07,7,49.5,13.2,15.3,10.6,10.4
sustainability,sostenibilidad,,cognates,noun,education_knowledge,1830,1879,0.583,0.5,6,14,3.23,1,62.5,23.4,16.1,4,19
sweater,sweater,,loanword_en_to_es,noun,clothing_appearance,1882,1839,1,1,2,7,3.22,2,45.3,13.2,16.1,5.7,10.4
symbolism,simbolismo,,cognates,noun,arts_entertainment,250,1545,0.857,0.8,4,9,3.54,3,57.4,19.3,17.7,6.9,13.4
symbology,simbología,,cognates,noun,education_knowledge,1840,1833,0.6,0.7,4,9,4.79,1,60.7,19.3,23.9,4,13.4
symmetry,simetría,,cognates,noun,education_knowledge,1500,1616,0.556,0.5,3,8,3.49,3,53,16.6,17.5,6.9,12
symphony,sinfonía,,cognates,noun,arts_entertainment,1300,1659,0.273,0.25,3,8,3.23,2,50.4,16.6,16.1,5.7,12
synagogue,sinagoga,,cognates,noun,religion_spirituality,1325,1746,0.556,0.667,3,9,3.55,1,51.8,16.6,17.8,4,13.4
synchrotron,sincrotrón,,cognates,noun,technology_tools,1940,1939,0.6,0.727,3,11,4.35,1,58.3,16.6,21.8,4,15.9
system,sistema,,cognates,noun,education_knowledge,1508,1545,0.571,0.714,2,6,1.44,9,40.9,13.2,7.2,12,8.5
systematic,sistemático,,cognates,adjective,education_knowledge,1600,1573,0.6,0.727,4,10,3.13,2,55.3,19.3,15.6,5.7,14.7
tabard,tabardo,,cognates,noun,clothing_appearance,1325,1603,0.833,0.857,1,6,4.92,1,45.4,8.3,24.6,4,8.5
tabernacle,tabernáculo,,cognates,noun,religion_spirituality,1325,1606,0.727,0.727,4,10,3.94,3,60.6,19.3,19.7,6.9,14.7
table,tabla,Board,false_friends,noun,housing_architecture,1708,1542,0.8,0.8,2,5,1.95,8,40.2,13.2,9.8,11.3,6
tabletop,tablero,,cognates,noun,housing_architecture,1700,1564,0.75,0.75,3,8,3.9,1,52.1,16.6,19.5,4,12
tabor,tamboril,,cognates,noun,arts_entertainment,1325,1603,0.625,0.625,2,5,4.22,1,44.3,13.2,21.1,4,6
tabouret,taburete,,cognates,noun,housing_architecture,1600,1696,0.857,0.75,1,8,7,1,59.3,8.3,35,4,12
tachistoscope,taquistoscopio,,cognates,noun,technology_tools,1890,1911,0.636,0.714,3,13,7,1,73.6,16.6,35,4,18
tachograph,tacógrafo,,cognates,noun,technology_tools,1900,1918,0.6,0.6,2,10,5.64,1,60.1,13.2,28.2,4,14.7
tachymeter,taquímetro,,cognates,noun,technology_tools,1860,1817,0.417,0.5,1,10,5.81,1,56.1,8.3,29.1,4,14.7
taco,taco,,loanword_es_to_en,noun,food_cuisine,1901,1626,1,1,2,4,3.31,2,35.4,13.2,16.6,5.7,0
tactics,táctica,,cognates,noun,emotions_psychology,1600,1573,0.667,0.714,2,7,2.83,3,44.7,13.2,14.2,6.9,10.4
taekwondo,taekwondo,,cognates,noun,sports_recreation,1960,1969,1,1,3,9,4.16,1,54.9,16.6,20.8,4,13.4
taffeta,tafeta,,cognates,noun,clothing_appearance,1325,1735,1,0.857,3,7,4.71,1,54.6,16.6,23.6,4,10.4
talisman,talismán,,cognates,noun,religion_spirituality,1500,1692,0.875,0.875,3,8,3.94,1,52.3,16.6,19.7,4,12
taller,taller,Workshop,false_friends,noun,health_medicine,1530,1562,1,1,2,6,3.27,4,46,13.2,16.4,8,8.5
tamale,tamale,,loanword_es_to_en,noun,food_cuisine,1856,1896,1,1,1,6,4.52,2,45.1,8.3,22.6,5.7,8.5
tamandua,tamandua,,cognates,noun,nature_geography,1600,1793,1,1,3,8,5.77,1,61.5,16.6,28.8,4,12
tambour,tambor,,cognates,noun,arts_entertainment,1325,1564,0.857,0.857,2,7,5.25,2,55.5,13.2,26.2,5.7,10.4
tampax,tampax,,cognates,noun,health_medicine,1930,1948,1,1,2,6,5.15,1,51.4,13.2,25.8,4,8.5
tampion,tapón,,cognates,noun,technology_tools,1325,1640,0.5,0.571,3,7,7,1,66,16.6,35,4,10.4
tampon,tampón,,cognates,noun,health_medicine,1708,1879,0.714,0.833,2,6,4.11,2,47.9,13.2,20.5,5.7,8.5
tandoor,tandoor,,cognates,noun,food_cuisine,1600,1988,1,1,2,7,5.21,1,53.6,13.2,26.1,4,10.4
tango,tango,,loanword_es_to_en,noun,arts_entertainment,1913,1697,1,1,2,5,3.42,3,43.2,13.2,17.1,6.9,6
tangram,tangram,,cognates,noun,arts_entertainment,1860,1931,1,1,2,7,5.48,1,55,13.2,27.4,4,10.4
tank,tanque,,cognates,noun,technology_tools,1600,1620,0.429,0.5,1,4,2.43,8,31.8,8.3,12.1,11.3,0
taoism,taoísmo,,cognates,noun,religion_spirituality,1830,1900,0.714,0.714,3,6,4.51,4,55.7,16.6,22.5,8,8.5
tapis,tapiz,,cognates,noun,clothing_appearance,1500,1609,0.667,0.8,1,5,5.39,1,45.3,8.3,26.9,4,6
tarantella,tarantela,,cognates,noun,arts_entertainment,1782,1753,1,0.9,3,10,5.2,2,63,16.6,26,5.7,14.7
tardigrade,tardigrade,,cognates,noun,nature_geography,1799,1885,1,1,2,10,5.36,1,58.7,13.2,26.8,4,14.7
tarot,tarot,,cognates,noun,religion_spirituality,1508,1624,1,1,2,5,3.88,1,42.6,13.2,19.4,4,6
tarsier,tarsius,,cognates,noun,nature_geography,1708,1835,0.714,0.714,3,7,5.42,1,58.1,16.6,27.1,4,10.4
tauromachy,tauromaquia,,cognates,noun,sports_recreation,1830,1800,0.545,0.636,3,10,7,1,70.3,16.6,35,4,14.7
tavern,taberna,,cognates,noun,housing_architecture,1325,1562,0.714,0.714,2,6,3.45,1,42.9,13.2,17.2,4,8.5
taxi,taxi,,cognates,noun,transportation,1907,1630,1,1,2,4,2.81,3,34.2,13.2,14,6.9,0
taximeter,taxímetro,,cognates,noun,transportation,1890,1860,0.667,0.667,2,9,5.62,1,58.7,13.2,28.1,4,13.4
taxis,taxia,,cognates,noun,transportation,1758,1852,0.8,0.8,2,5,3.56,3,43.9,13.2,17.8,6.9,6
technical,técnico,,cognates,adjective,technology_tools,1727,1545,0.4,0.556,3,9,2.25,7,51.9,16.6,11.2,10.6,13.4
technology,tecnología,,cognates,noun,technology_tools,1612,1640,0.636,0.7,4,10,1.91,2,49.2,19.3,9.6,5.7,14.7
teleology,teleología,,cognates,noun,education_knowledge,1700,1853,0.625,0.8,4,9,5.1,1,62.2,19.3,25.5,4,13.4
telephone,teléfono,,cognates,noun,technology_tools,1867,1877,0.556,0.556,3,9,2.59,3,49.9,16.6,12.9,6.9,13.4
teleportation,teleportación,,cognates,noun,technology_tools,1853,1962,0.818,0.846,4,13,4.25,1,62.6,19.3,21.2,4,18
telescope,telescopio,,cognates,noun,technology_tools,1619,1725,0.875,0.8,3,9,3.25,3,53.2,16.6,16.2,6.9,13.4
television,televisión,,cognates,noun,technology_tools,1947,1741,0.778,0.9,4,10,2.21,3,52,19.3,11.1,6.9,14.7
temperature,temperatura,,cognates,noun,nature_geography,1670,1616,1,0.909,3,11,2.36,2,50,16.6,11.8,5.7,15.9
temple,templo,,cognates,noun,religion_spirituality,1000,900,0.833,0.833,2,6,2.55,4,42.4,13.2,12.8,8,8.5
temporary,temporal,,cognates,adjective,time_calendar,1973,1545,0.778,0.778,4,9,2.52,3,52.3,19.3,12.6,6.9,13.4
temptation,tentación,,cognates,noun,values_ethics,1200,1556,0.5,0.6,3,10,3.28,3,54.7,16.6,16.4,6.9,14.7
tendency,tendencia,,cognates,noun,emotions_psychology,1600,1545,0.625,0.778,3,8,3.04,4,51.8,16.6,15.2,8,12
tennis,tenis,,loanword_en_to_es,noun,sports_recreation,1325,1571,1,0.833,2,6,2.65,1,38.9,13.2,13.3,4,8.5
tension,tensión,,cognates,noun,emotions_psychology,1785,1616,0.714,0.857,2,7,2.78,6,47.3,13.2,13.9,9.8,10.4
term,término,,cognates,noun,language_communication,1325,1545,0.375,0.429,1,4,1.77,8,28.5,8.3,8.8,11.3,0
termination,terminación,,cognates,noun,education_knowledge,1500,1556,0.7,0.818,4,11,3.27,5,60.5,19.3,16.4,8.9,15.9
termite,termita,,cognates,noun,nature_geography,1794,1754,0.833,0.857,2,7,4.22,1,48.7,13.2,21.1,4,10.4
terms,términos,,cognates,noun,language_communication,1200,1545,0.444,0.5,1,5,1.9,10,36.5,8.3,9.5,12.6,6
terrible,terrible,,cognates,adjective,emotions_psychology,1400,1545,1,1,3,8,2.29,4,48.1,16.6,11.4,8,12
terrier,terrier,,cognates,noun,nature_geography,1325,1696,1,1,3,7,3.76,1,49.8,16.6,18.8,4,10.4
terrific,terrorífico,Terrifying,false_friends,noun,emotions_psychology,1667,1966,0.75,0.636,3,8,3.1,3,51.1,16.6,15.5,6.9,12
territoriality,territorialidad,,cognates,noun,emotions_psychology,1839,1768,0.778,0.8,7,14,4.99,1,72.9,25,25,4,19
terror,terror,,cognates,noun,emotions_psychology,1500,1556,1,1,2,6,2.74,4,43.4,13.2,13.7,8,8.5
terrorism,terrorismo,,cognates,noun,government_politics,1400,1781,1,0.9,4,9,2.76,1,50.5,19.3,13.8,4,13.4
terrorization,terrorización,,cognates,noun,emotions_psychology,1868,1906,0.8,0.846,4,13,7,2,78,19.3,35,5.7,18
test,test,,cognates,noun,education_knowledge,1877,1556,1,1,1,4,1.81,13,31.8,8.3,9,14.4,0
testament,testamento,,cognates,noun,religion_spirituality,1325,1556,0.857,0.9,3,9,2.93,4,52.7,16.6,14.6,8,13.4
tetrapod,tetrápodo,,cognates,noun,nature_geography,1826,1891,0.75,0.778,2,8,5.32,1,55.8,13.2,26.6,4,12
theme,tema,,cognates,noun,arts_entertainment,1325,1545,0.6,0.6,1,5,2.38,6,36,8.3,11.9,9.8,6
theology,teología,,cognates,noun,religion_spirituality,1325,1556,0.556,0.625,4,8,3.08,3,53.6,19.3,15.4,6.9,12
theory,teoría,,cognates,noun,education_knowledge,1508,1545,0.5,0.5,2,6,2.12,3,39.2,13.2,10.6,6.9,8.5
theosophism,teosofismo,,cognates,noun,religion_spirituality,1708,1803,0.667,0.636,1,11,7,1,63.2,8.3,35,4,15.9
theosophy,teosofía,,cognates,noun,religion_spirituality,1600,1813,0.4,0.556,3,9,4.75,1,57.8,16.6,23.8,4,13.4
therapeutic,terapéutico,,cognates,adjective,health_medicine,1500,1578,0.727,0.727,4,11,3.15,3,57.9,19.3,15.8,6.9,15.9
therapy,terapia,,cognates,noun,health_medicine,1846,1594,0.625,0.571,3,7,2.48,1,43.4,16.6,12.4,4,10.4
thole,tolete,,cognates,noun,education_knowledge,1000,1768,0.8,0.5,1,5,5.04,1,43.5,8.3,25.2,4,6
tigress,tigresa,,cognates,noun,nature_geography,1500,1768,0.857,0.857,2,7,4.58,1,50.5,13.2,22.9,4,10.4
tilapia,tilapia,,cognates,noun,nature_geography,1840,1879,1,1,1,7,4.36,1,44.5,8.3,21.8,4,10.4
timbre,timbre,,cognates,noun,arts_entertainment,1325,1556,1,1,2,6,4.36,1,47.5,13.2,21.8,4,8.5
time,tiempo,,cognates,noun,time_calendar,1000,1522,0.667,0.5,1,4,0.71,15,27.4,8.3,3.5,15.5,0
tip,tip,,loanword_en_to_es,noun,economics_commerce,1300,1620,1,1,1,3,2.45,14,35.5,8.3,12.2,15,0
tolerance,tolerancia,,cognates,noun,values_ethics,1325,1545,0.889,0.8,3,9,2.94,5,53.7,16.6,14.7,8.9,13.4
tomato,tomate,,cognates,noun,food_cuisine,1600,1643,0.8,0.833,3,6,3.15,2,46.5,16.6,15.8,5.7,8.5
tomb,tumba,,cognates,noun,religion_spirituality,1325,1556,0.5,0.6,1,4,3.11,1,27.9,8.3,15.5,4,0
tone,tono,,cognates,noun,language_communication,1325,1542,0.75,0.75,1,4,2.51,15,36.4,8.3,12.5,15.5,0
tonsure,tonsura,,cognates,noun,religion_spirituality,1706,1587,0.75,0.857,2,7,5.06,3,55.8,13.2,25.3,6.9,10.4
topaz,topacio,,cognates,noun,education_knowledge,1325,1616,0.571,0.571,2,5,4.13,3,46.8,13.2,20.6,6.9,6
topography,topografía,,cognates,noun,nature_geography,1325,1556,0.6,0.7,4,10,3.72,2,58.3,19.3,18.6,5.7,14.7
tornado,tornado,,loanword_es_to_en,noun,nature_geography,1849,1556,1,1,3,7,3.18,2,48.6,16.6,15.9,5.7,10.4
torpedo,torpedo,,cognates,noun,technology_tools,1900,1594,1,1,3,7,3.56,8,56.1,16.6,17.8,11.3,10.4
tort,torta,,cognates,noun,government_politics,1200,1569,0.75,0.8,1,4,3.9,1,31.8,8.3,19.5,4,0
tortilla,tortilla,,loanword_es_to_en,noun,food_cuisine,1927,1618,1,1,3,8,3.94,1,52.3,16.6,19.7,4,12
tortoise,tortoise,,cognates,noun,nature_geography,1200,1805,1,1,2,8,3.74,1,47.9,13.2,18.7,4,12
total,total,,cognates,adjective,education_knowledge,1937,1542,1,1,2,5,1.79,7,38.7,13.2,8.9,10.6,6
totality,totalidad,,cognates,noun,education_knowledge,1508,1545,0.714,0.667,4,8,4.02,3,58.3,19.3,20.1,6.9,12
totally,totalmente,,cognates,adverb,language_communication,1500,1545,0.5,0.5,3,7,2.17,1,41.9,16.6,10.8,4,10.4
totemism,totemismo,,cognates,noun,religion_spirituality,1708,1808,1,0.889,1,8,5.58,1,52.2,8.3,27.9,4,12
tour,tour,,cognates,noun,transportation,1300,1746,1,1,1,4,2.01,4,26.4,8.3,10,8,0
tourism,turismo,,cognates,noun,economics_commerce,1300,1659,1,0.714,3,7,2.72,1,44.6,16.6,13.6,4,10.4
tourist,turista,,cognates,noun,transportation,1300,1659,0.714,0.714,2,7,2.8,1,41.6,13.2,14,4,10.4
tracheotomy,traqueotomía,,cognates,noun,health_medicine,1726,1745,0.5,0.667,3,11,4.83,1,60.7,16.6,24.1,4,15.9
tractability,tratabilidad,,cognates,noun,education_knowledge,1500,1910,0.667,0.667,3,12,5.68,1,66,16.6,28.4,4,17
tractor,tractor,,cognates,noun,technology_tools,1856,1734,1,1,2,7,3.22,2,45.3,13.2,16.1,5.7,10.4
